,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,actor1_con,actor2_con,actor3_con,director_con,genre__con
9590,Mudda 370 J&K,2019.0,132.0,"Action, Drama",8.6,699.0,Rakesh Sawant,Hiten Tejwani,Anjali Pandey,Manoj Joshi,8.6,8.6,5.7,6.0,5.6
9591,Mudda hai Bhookh: The War,2018.0,114.0,Drama,7.2,13.0,Mahmood Khan,Yash Baba,Utkarsh Bajpayee,Nikhil Bansal,7.2,7.2,7.2,6.5,6.3
9592,Mudda: The Issue,2003.0,155.0,Drama,3.9,29.0,Saurabh Shukla,Prashant Narayanan,Rekha Vedavyasa,Aditya Srivastav,4.0,3.9,6.6,5.3,6.3
9593,Muddaa,2020.0,106.0,Drama,6.2,2029.1238422863191,Uttar Kumar,Kavita Joshi,Vikas Balian,Usha Devi,6.2,6.2,6.2,6.3,6.3
9594,Muddat,1986.0,135.0,"Action, Comedy, Crime",6.0,48.0,K. Bapaiah,Sadashiv Amrapurkar,Vikas Anand,Asrani,5.4,4.9,5.8,5.3,5.4
9595,Muddat Ki Pyaas,1991.0,131.11078355314197,Thriller,6.2,2029.1238422863191,Kalpana,Lalitha,Sudha,Suresh,6.2,6.2,6.2,6.2,5.9
9596,Muddy,2021.0,131.11078355314197,"Action, Thriller",6.2,2029.1238422863191,Pragabhal,Yuvan,Ridhaan Krishna,Suresh Anusha,6.2,6.2,6.2,6.2,5.6
9597,Mudhal Mudhal Mudhal Varai,2009.0,140.0,Drama,6.2,2029.1238422863191,Krishnan Seshardi Gomatam,Sricharan,Anuja Iyer,C.P. Satyajit,6.2,6.2,6.2,6.2,6.3
9598,Mudrank: The Stamp,2009.0,131.11078355314197,Mystery,6.3,7.0,Shakir Shah,Kaluram Dhobale,Milind Gunaji,Ali Khan,6.3,5.4,6.2,6.3,6.0
9601,Mughalsarai Junction,2020.0,131.11078355314197,Biography,6.2,2029.1238422863191,Ashish Kumar Kashyap,Sujata Choudhary,Anup Jalota,Mohit Kanoujia,6.2,6.2,6.2,6.2,6.2
9602,Muhabbat Ki Hai Humne,1989.0,131.11078355314197,Romance,6.2,2029.1238422863191,Padma Khanna,Arvind Kumar,Shreeram Lagoo,Sanjiv Luthra,6.2,6.1,6.2,6.2,5.9
9603,Mujhe Gale Laga Lo,1995.0,131.11078355314197,Romance,6.2,2029.1238422863191,Ashok Khanna,Rita Bhaduri,Birbal,Roopadevi,5.9,5.7,6.2,6.2,5.9
9604,Mujhe Insaaf Chahiye,1983.0,133.0,"Drama, Romance",6.5,45.0,Rama Rao Tatineni,Rati Agnihotri,Mithun Chakraborty,Rekha,5.6,5.3,6.1,5.4,5.9
9605,Mujhe Jeene Do,1963.0,95.0,"Action, Crime, Drama",6.6,91.0,Moni Bhattacharjee,Sunil Dutt,Waheeda Rehman,Nirupa Roy,6.1,6.8,6.3,6.3,5.7
9608,Mujhe Kasam Hai,1985.0,118.0,"Action, Drama",6.2,2029.1238422863191,Subhash Sharma,Bharat Bhushan,Mazhar Khan,Mukesh Khanna,6.2,5.6,5.1,6.1,5.6
9609,Mujhe Kucch Kehna Hai,2001.0,135.0,"Drama, Romance",5.0,1135.0,Satish Kaushik,Tusshar Kapoor,Kareena Kapoor,Amrish Puri,4.2,5.7,5.8,5.0,5.9
9610,Mujhe Meri Biwi Se Bachaao,2001.0,131.11078355314197,"Comedy, Musical, Family",4.2,95.0,Harry Baweja,Rekha,Naseeruddin Shah,Arshad Warsi,5.6,6.3,5.1,4.8,4.2
9612,Mujhe Shakti Do,1984.0,131.11078355314197,"Action, Drama, Thriller",6.2,2029.1238422863191,Sharad Chaudhary,Madhavi,Vinod Mehra,Suresh Oberoi,6.2,6.3,5.6,5.8,5.8
9613,Mujhe Vachan Do,1983.0,131.11078355314197,"Action, Drama",5.6,5.0,Shibu Mitra,Mahendra Sandhu,Neeta Mehta,Deepika Chikhalia,6.2,5.4,5.7,5.2,5.6
9615,Mujhse Dosti Karoge,1992.0,95.0,Drama,6.1,25.0,Gopi Desai,Salim Amrohi,Irrfan Khan,Amit Phalke,6.1,5.9,6.9,6.3,6.3
9616,Mujhse Fraaandship Karoge,2011.0,106.0,"Comedy, Drama, Romance",6.9,3861.0,Nupur Asthana,Saqib Saleem,Saba Azad,Nishant Dahiya,7.0,6.9,6.9,6.2,5.8
9617,Mujhse Shaadi Karogi,2004.0,163.0,"Comedy, Romance",6.7,14312.0,David Dhawan,Salman Khan,Akshay Kumar,Priyanka Chopra Jonas,5.3,5.7,5.3,5.2,5.8
9618,Mujrim,1989.0,131.11078355314197,"Action, Crime",5.3,151.0,Umesh Mehra,Mithun Chakraborty,Madhuri Dixit,Suresh Oberoi,5.3,5.8,5.6,5.4,5.5
9620,Mujrim,1958.0,131.11078355314197,"Drama, Thriller",6.6,21.0,O.P. Ralhan,Shammi Kapoor,Ragini,Shubha Khote,6.7,6.2,5.8,6.9,6.0
9621,Mujrim Kaun Khooni Kaun,1965.0,131.11078355314197,Thriller,6.2,2029.1238422863191,Bela Bose,Paidi Jairaj,Shyam Kumar,D.K. Sapru,6.2,6.1,6.1,6.2,5.9
9623,Mukhbiir,2008.0,132.0,"Crime, Drama, Mystery",6.9,388.0,Mani Shankar,Sammir Dattani,Rahul Dev,Om Puri,6.9,5.5,6.0,5.7,6.3
9624,Mukkadarpur Ka Majnu,2017.0,131.11078355314197,Drama,6.9,11.0,Shekhar Ramesh Mishra,Ravikant Sinha,Sahil Ansari,Raja Awasthi,6.9,6.9,6.9,6.9,6.3
9625,Mukthi,1988.0,142.0,Drama,7.0,27.0,I.V. Sasi,Mammootty,Rahman,Chitra,6.1,7.0,6.2,6.4,6.3
9626,Mukti,1977.0,150.0,"Crime, Drama, Romance",7.2,66.0,Raj Tilak,Shashi Kapoor,Sanjeev Kumar,Vidya Sinha,6.3,6.7,5.9,6.7,6.2
9627,Mukti,1960.0,131.11078355314197,Drama,6.2,2029.1238422863191,Nalini Jaywant,Anant Kumar,Krishna Kumari,Sulochana Latkar,6.2,6.1,6.4,6.2,6.3
9630,Mulaqaat,2002.0,131.11078355314197,"Drama, Thriller",2.9,7.0,K. Ravi Shankar,Vinay Anand,Arun Bakshi,Rita Bhaduri,5.3,5.4,5.5,4.9,6.0
9631,Mulaqat,1948.0,131.11078355314197,Drama,6.2,2029.1238422863191,Munshi Dil,Naseem Banu,Prem Adib,Mumtaz Ali,6.2,6.2,6.5,6.2,6.3
9632,Mulaquat,1993.0,131.11078355314197,Drama,6.2,2029.1238422863191,Ramanand Yadav,Chandni,Gajendra Chauhan,Yasmin Khan,5.1,6.1,6.2,6.2,6.3
9633,Mulk,2018.0,140.0,Drama,6.9,14156.0,Anubhav Sinha,Taapsee Pannu,Rishi Kapoor,Neena Gupta,6.5,6.2,5.9,5.7,6.3
9634,Mulzim,1963.0,120.0,"Crime, Drama",6.2,2029.1238422863191,Nisar Ahmad Ansari,Nisar Ahmad Ansari,Helen,Pradeep Kumar,6.2,6.0,6.4,6.1,6.2
9635,Mulzim,1988.0,156.0,Drama,4.8,25.0,K.S.R. Das,Jeetendra,Hema Malini,Shatrughan Sinha,5.3,6.2,6.0,6.0,6.3
9636,Mumal: A prophecy,2016.0,73.0,"Drama, Fantasy, Mystery",6.8,12.0,Esshan Katara,Masoom Shankar,Charul Bhavsar,Rituraj Singh Rathore,6.8,6.8,6.8,6.8,6.4
9638,Mumbai 125 KM 3D,2014.0,100.0,"Drama, Horror, Mystery",2.7,192.0,Hemant Madhukar,Karanvir Bohra,Vedita Pratap Singh,Veena Malik,3.8,2.7,2.7,3.6,5.0
9639,Mumbai Can Dance Saalaa,2015.0,135.0,Drama,1.6,43.0,Sachindra Sharma,Shakti Kapoor,Prashant Narayanan,Aditya Pancholi,5.7,5.7,4.6,2.9,6.3
9640,Mumbai Central,2016.0,100.0,Family,4.8,27.0,Karan Radhakrishna,Chetanya Adib,Jhuma Biswas,Alibail Blackburn,4.8,4.9,4.8,4.8,6.1
9641,Mumbai Chakachak,2008.0,131.11078355314197,Drama,6.2,2029.1238422863191,Sanjay Jha,Cyrus Barocha,Mandira Bedi,Rahul Bose,6.2,5.6,6.3,6.2,6.3
9642,Mumbai Cutting,2008.0,130.0,Drama,5.9,110.0,Jahnu Barua,Rahul Dholakia,Rituparno Ghosh,Shashanka Ghosh,5.9,5.9,5.9,6.5,6.3
9643,Mumbai Delhi Mumbai,2014.0,120.0,"Comedy, Romance",5.7,339.0,Satish Rajwade,Shiv Panditt,Piaa Bajpai,Naisha Arora,5.7,4.9,5.7,5.7,5.8
9645,Mumbai Godfather,2005.0,131.11078355314197,"Action, Crime, Drama",3.4,20.0,Deepak Balraj Vij,Seema Biswas,Vikram Singh,Bhumika,5.8,3.4,3.4,5.2,5.7
9647,Mumbai Mast Kallander,2011.0,131.11078355314197,"Action, Comedy, Crime",5.4,8.0,Musavir Jaleel,Aman Mihani,Mohsin,Muzzi,5.4,5.4,5.4,5.4,5.4
9648,Mumbai Matinee,2003.0,125.0,"Romance, Comedy",5.2,268.0,Anant Balani,Rahul Bose,Perizaad Zorabian,Vijay Raaz,5.8,5.7,6.0,4.8,5.7
9649,Mumbai Meri Jaan,2008.0,134.0,Drama,7.7,6034.0,Nishikant Kamat,Paresh Rawal,Kay Kay Menon,Irrfan Khan,6.6,6.1,6.3,7.4,6.3
9651,Mumbai Mirror,2013.0,136.0,"Action, Crime, Thriller",4.9,114.0,Ankush Bhatt,Sachiin Joshi,Prakash Raj,Vimala Raman,4.9,5.2,4.9,6.0,5.4
9652,Mumbai Saga,2021.0,135.0,"Action, Crime",6.1,7295.0,Sanjay Gupta,John Abraham,Emraan Hashmi,Mahesh Manjrekar,6.2,5.8,4.2,5.5,5.5
9653,Mumbai Salsa,2007.0,131.11078355314197,"Comedy, Drama",4.8,182.0,Manoj Tyagi,Linda Arsenio,Shaurya Chauhan,Alisha Chinai,4.8,4.2,4.8,4.8,5.9
9654,Mumbai Se Aaya Mera Dost,2003.0,146.0,"Action, Comedy, Drama",3.3,548.0,Apoorva Lakhia,Abhishek Bachchan,Lara Dutta,Chunky Panday,5.1,5.6,4.4,4.4,5.5
9656,Mumbai Xpress,2005.0,146.0,Comedy,6.6,68.0,Singeetam Srinivasa Rao,Kamal Haasan,Manisha Koirala,Om Puri,6.6,5.1,6.0,6.2,5.9
9657,Mumbaikar,2021.0,131.11078355314197,"Action, Drama, Thriller",6.2,2029.1238422863191,Santosh Sivan,Vikrant Massey,Vijay Sethupathi,Tanya Maniktala,6.1,6.4,6.2,6.7,5.8
9658,Mumbai's King,2012.0,77.0,Drama,6.4,153.0,Manjeet Singh,Rahul Bairagi,Dhanshree Jain,Arbaaz Khan,6.4,6.4,4.8,6.4,6.3
9659,Mumbaiyya: The Daring Mumbaikar!,2020.0,124.0,"Action, Drama",6.2,2029.1238422863191,Arhaan,Rani Agarwal,Rajesh Banik,Rajesh Bonik,5.6,6.2,6.2,6.2,5.6
9660,Mumbhai Connection,2011.0,90.0,"Comedy, Crime, Thriller",5.2,24.0,Atlanta Nagendra,Alieesa P Badresia,Rafiq Batcha,Chrissy Chambers,5.2,5.2,5.2,5.2,6.0
9661,Mummy Daddy,1963.0,131.11078355314197,"Drama, Family",6.2,2029.1238422863191,Narendra Dev,Ameeta,Jagdish Kanwal,Sudesh Kumar,6.2,6.2,5.9,6.2,6.2
9662,Mummy Punjabi: Superman Ki Bhi Maa!!,2011.0,121.0,"Comedy, Drama",4.9,40.0,Pammi Somal,Kirron Kher,Kanwaljit Singh,Jackie Shroff,5.7,5.9,5.3,5.2,5.9
9663,Mumtaz Mahal,1944.0,131.11078355314197,"Drama, History",6.2,2029.1238422863191,Kidar Nath Sharma,Khurshid Begum,Jehanara Kajjan,Madhubala,6.2,6.2,7.1,6.7,6.7
9664,Mumtaz Mahal,1957.0,131.11078355314197,Drama,6.2,2029.1238422863191,Ram Daryani,Paidi Jairaj,Sheila Ramani,Veena,6.2,6.4,6.4,6.3,6.3
9665,Mundu,1983.0,131.11078355314197,Drama,6.2,2029.1238422863191,Subhash Gupta,Mahesh Jain,Veena Mehta,S.M. Zaheer,6.2,6.2,6.2,6.2,6.3
9666,Mungerilal B Tech,2018.0,131.11078355314197,"Action, Comedy, Drama",6.2,2029.1238422863191,Sanoj Mishra,Vikrant Anand,Chandani,Sonam Mishra,6.2,6.2,6.2,6.4,5.5
9667,Munimji,1955.0,163.0,"Comedy, Musical, Romance",7.4,94.0,Subodh Mukherji,Dev Anand,Nalini Jaywant,Ameeta,6.8,6.1,6.6,6.6,6.1
9668,Munimji,1972.0,124.0,Drama,5.3,7.0,Jugal Kishore,Anil Dhawan,Yogeeta Bali,Ramesh Deo,5.8,5.9,6.2,6.0,6.3
9669,Muniya,2008.0,51.0,Drama,6.2,2029.1238422863191,Eliyas Qureshi,Sai Gundewar,Eliyas Qureshi,Zeba Rizvi,6.2,6.2,6.2,6.2,6.3
9672,Munna Bhai M.B.B.S.,2003.0,156.0,"Comedy, Drama",8.1,75813.0,Rajkumar Hirani,Sanjay Dutt,Arshad Warsi,Gracy Singh,5.2,6.0,7.0,8.1,5.9
9673,Munna Mange Memsaab,2014.0,128.0,Comedy,3.2,13.0,Shareeph Mansuri Saranawala,Ms. Jordiya Anna,Razak Khan,Omkar Das Manikpuri,3.2,6.0,3.6,3.2,5.9
9674,Munna Michael,2017.0,140.0,"Action, Drama, Music",3.3,3022.0,Sabir Khan,Tiger Shroff,Nidhhi Agerwal,Nawazuddin Siddiqui,3.8,3.3,6.5,4.8,4.1
9676,Munnibai,1999.0,136.0,"Action, Crime, Drama",4.0,24.0,Kanti Shah,Dharmendra,Sapna Sappu,Durgesh Nandini,5.8,4.8,5.2,5.3,5.7
9677,Munnibai B.A B.Com,2005.0,131.11078355314197,Thriller,6.2,2029.1238422863191,Kishan Shah,Vishwajeet Soni,Monica Tripathi,Vinod Tripathi,6.2,6.2,6.0,6.1,5.9
9680,Muqabla,1979.0,127.0,"Action, Adventure, Drama",6.5,20.0,Rajkumar Kohli,Sunil Dutt,Shatrughan Sinha,Rajesh Khanna,6.1,5.7,6.5,4.9,5.8
9681,Muqabla,1993.0,162.0,"Action, Crime, Drama",4.2,171.0,Rama Rao Tatineni,Govinda,Karisma Kapoor,Farha Naaz,4.8,4.8,4.7,5.4,5.7
9682,Muqabla,1970.0,131.11078355314197,Action,6.2,2029.1238422863191,Hercules,Indira,Azaad Irani,Kamran,6.2,6.1,6.0,6.2,5.7
9683,Muqabla,2005.0,131.11078355314197,Action,6.2,2029.1238422863191,Linda Arsenio,Gopika,Srikanth,Prithviraj Sukumaran,6.2,6.2,6.4,6.2,5.7
9686,Muqadama,1996.0,131.11078355314197,Action,5.5,13.0,K.C. Bokadia,Vinod Khanna,Zeba Bakhtiar,Aditya Pancholi,5.7,5.6,4.6,4.4,5.7
9688,Muqaddar,1996.0,131.11078355314197,Crime,5.6,32.0,T.L.V. Prasad,Mithun Chakraborty,Ayesha Jhulka,Rohit Kumar Sharma,5.3,5.0,5.6,4.5,5.5
9689,Muqaddar,1978.0,189.0,"Drama, Family",5.5,36.0,Ravi Tandon,Shashi Kapoor,Rekha,Parikshit Sahni,6.3,5.7,6.5,6.4,6.2
9691,Muqaddar Ka Badshaah,1990.0,131.11078355314197,Action,3.6,24.0,Rama Rao Tatineni,Vinod Khanna,Shabana Azmi,Vijayshanti,5.7,6.3,6.2,5.4,5.7
9692,Muqaddar Ka Faisla,1987.0,171.0,"Action, Comedy, Drama",4.8,48.0,Prakash Mehra,Raaj Kumar,Rakhee Gulzar,Raj Babbar,5.7,6.1,5.7,5.9,5.5
9693,Muqaddar Ka Sikandar,1978.0,189.0,"Drama, Romance",7.5,2638.0,Prakash Mehra,Amitabh Bachchan,Vinod Khanna,Rakhee Gulzar,6.1,6.0,6.7,5.9,5.9
9695,Muqaddar Ki Baat,1983.0,131.11078355314197,Drama,6.2,2029.1238422863191,K. Thakur,Neeta Mehta,Deepak Parashar,Rameshwari,6.2,5.9,6.0,6.2,6.3
9698,Murari the Mad Gentleman,2016.0,131.11078355314197,"Comedy, Drama",6.2,9.0,Suzad Iqbal Khan,Sanjay Singh,Asrani,Natalya Llina,5.4,5.6,6.2,5.5,5.9
9699,Murdaa Ghar,1999.0,131.11078355314197,Horror,6.2,2029.1238422863191,Kishan Shah,Shakti Kapoor,Jyoti Rana,Anuradha Sawant,5.7,6.2,6.2,6.1,5.4
9701,Murde Ki Jaan Khatre Mein,1985.0,131.11078355314197,Comedy,7.0,5.0,Navin Kumar,Sudhir Dalvi,Kunal Kapoor,Roma Manik,6.2,6.6,7.0,6.5,5.9
9702,Murde Ki Mout,2000.0,131.11078355314197,Horror,6.2,2029.1238422863191,Dinesh Thakkar,Amit Pachori,Muskan,Vijay Solanki,5.5,6.2,6.2,6.2,5.4
9703,Murder,2004.0,130.0,"Drama, Romance, Thriller",5.4,3763.0,Anurag Basu,Mallika Sherawat,Ashmit Patel,Emraan Hashmi,3.5,4.7,5.5,6.3,5.0
9704,Murder 2,2011.0,127.0,"Action, Crime, Drama",6.2,6662.0,Mohit Suri,Emraan Hashmi,Jacqueline Fernandez,Prashant Narayanan,5.4,4.4,5.9,6.1,5.7
9705,Murder 3,2013.0,124.0,"Drama, Mystery, Thriller",4.9,2423.0,Vishesh Bhatt,Randeep Hooda,Aditi Rao Hydari,Sara Loren,6.0,5.3,4.9,4.9,5.8
9707,Murder in Circus,1971.0,131.11078355314197,Mystery,6.2,2029.1238422863191,A. Salaam,Jaymala Adarsh,Ramesh Bhatia,Bela Bose,6.0,6.2,6.5,5.7,6.0
9709,Murder on the Road to Kathmandu,2018.0,112.0,Mystery,6.2,2029.1238422863191,Rupalee Verma,Atul Kulkarni,Rupesh Tillu,Taranjit Kaur,6.0,6.2,6.2,6.2,6.0
9711,Musaa: The Most Wanted,2010.0,131.11078355314197,"Action, Crime, Thriller",3.7,23.0,Himanshu Bhatt,Ayub M. Khan,Jackie Shroff,Samir Aftab,3.7,5.1,3.7,3.7,5.4
9714,Musafir,1957.0,149.0,Drama,7.4,100.0,Hrishikesh Mukherjee,Shekhar,Suchitra Sen,Bipin Gupta,6.3,7.1,6.6,7.1,6.3
9716,Musafir,1986.0,131.11078355314197,Drama,6.2,15.0,Jabbar Patel,Rekha,Naseeruddin Shah,Moon Moon Sen,5.6,6.3,4.9,6.6,6.3
9717,Musafir,2004.0,151.0,"Action, Crime, Drama",5.5,1732.0,Sanjay Gupta,Anil Kapoor,Sameera Reddy,Aditya Pancholi,5.6,5.6,4.6,5.5,5.7
9718,Musafir Khana,1955.0,131.11078355314197,"Drama, Family",6.2,2029.1238422863191,M. Sadiq,Om Prakash,Karan Dewan,Jayant,6.3,6.5,6.2,6.2,6.2
9719,Mushkil,2019.0,130.0,Horror,4.8,352.0,Rajiv S. Ruia,Pooja Bisht,Rajniesh Duggall,Nazia Hussain,4.8,4.3,5.0,4.3,5.4
9722,Music Meri Jaan,2016.0,140.0,Musical,6.2,2029.1238422863191,Tanuja Shankar Khan,Piyush Mishra,Paintal,Shivansu Sachan,6.2,6.2,6.2,6.2,5.9
9724,Music Teacher,2019.0,101.0,"Drama, Romance",6.3,598.0,Sarthak Dasgupta,Neena Gupta,Divya Dutta,Manav Kaul,6.0,5.3,5.6,6.2,5.9
9726,Muskaan,2004.0,127.0,"Mystery, Romance",4.4,193.0,Rohit Manash,Rohit Krishnakant Nayyar,Manish Robin,Manish Sharma,4.4,4.4,4.4,4.4,5.0
9728,Muskurahat,1992.0,135.0,"Comedy, Drama",7.0,296.0,Priyadarshan,Jay Mehta,Revathi,Annu Kapoor,5.8,6.7,6.9,6.2,5.9
9729,Muskurahatein,2017.0,132.0,Romance,5.7,31.0,J.S. Randhawa,J.S. Randhawa,Sonal Mudgal,Sanjay Mishra,5.7,5.7,6.2,5.7,5.9
9730,Muskurake Dekh Zara,2010.0,131.11078355314197,"Comedy, Horror, Romance",4.2,13.0,P. Som Shekar,Mukesh S. Bhatt,Rajshree Choudhary,Arijit Sen Gupta,6.0,4.2,4.2,4.2,4.2
9731,Mutamestri,1993.0,163.0,"Action, Drama",7.1,314.0,Kodanda Rami Reddy A.,Chiranjeevi,Meena,Roja,6.3,6.6,6.3,6.1,5.6
9732,Muthi Bhar Zameen,1996.0,131.11078355314197,Action,4.3,7.0,Tinnu Anand,Kumar Gaurav,Poonam Dhillon,Vikas Anand,5.5,5.7,4.2,5.9,5.7
9733,Muthu,1995.0,132.0,"Action, Comedy, Drama",7.6,2773.0,K.S. Ravikumar,Rajinikanth,Meena,Sarath Babu,6.0,6.6,5.8,6.0,5.5
9735,Mutthi Bhar Sapne,2013.0,131.11078355314197,"Drama, Musical",6.2,2029.1238422863191,Suman Maitra,Seerat Alam,Daya Shankar Pandey,Ashutosh Rana,6.2,6.2,5.3,6.2,6.5
9736,Muzaffarnagar 2013,2017.0,134.0,Drama,5.5,28.0,Harish Kumar,Dev Sharma,Aishwarya Devan,Mursaleem Qureshi,4.6,5.4,5.5,5.5,6.3
9737,Muzaffarnagar Baaqi Hai,2015.0,136.0,Documentary,6.7,82.0,Nakul Singh Sawhney,Shubhradeep Chakravorty,Meera Chaudhary,Nakul Singh Sawhney,6.7,6.7,6.7,6.7,7.0
9738,My Angel My Teacher,2019.0,131.11078355314197,Drama,6.5,8.0,Shoib Nikash Shah,Varun Choudhary,Azmat Khwaja,Shoib Nikash Shah,6.5,6.4,6.4,6.5,6.3
9740,My Birthday Song,2018.0,95.0,Thriller,5.5,258.0,Samir Soni,Nora Fatehi,Elena Kazan,Suparna Moitra,5.5,5.8,5.5,5.5,5.9
9741,My Brother... Nikhil,2005.0,120.0,"Drama, Sport",7.2,1186.0,Onir,Sanjay Suri,Juhi Chawla,Purab Kohli,6.5,5.7,7.2,6.3,6.4
9742,My Client's Wife,2020.0,106.0,"Mystery, Thriller",6.2,672.0,Prabhakar Meena Bhaskar Pant,Sharib Hashmi,Pushkar Bhaskar Pant,Anjali Patil,6.6,6.2,7.0,6.2,5.9
9743,My Cornerstone,2013.0,119.0,"Comedy, Drama, Romance",7.4,24.0,Stanley Joseph,Zenia Starr,Romin Khan,James Morcan,6.6,7.4,7.4,6.6,5.8
9744,My Daddy Strongest,2006.0,131.11078355314197,Comedy,6.2,2029.1238422863191,Rahul Kapoor,Kumar Gaurav,Bhairavi Goswami,Tanny Jones,5.5,6.2,6.2,6.2,5.9
9746,My Dear Kuttichaathan,1984.0,96.0,"Action, Adventure, Comedy",7.5,391.0,Jijo Punnoose,Arvind,Sonia,Suresh,7.5,7.5,6.2,6.6,5.6
9749,My Dear Wife,2018.0,126.0,Drama,6.2,2029.1238422863191,Chandan Kumar,Aakansha Kadre,Meenal Kapoor,Jagat Rawat,6.2,6.2,6.2,6.2,6.3
9751,My Faraway Bride,2006.0,95.0,"Comedy, Drama, Romance",4.7,617.0,Rajeev Virani,Jason Lewis,Kashmira Shah,Gulshan Grover,4.7,4.6,5.4,4.6,5.8
9752,My Father Iqbal,2016.0,104.0,Drama,6.2,13.0,Suzad Iqbal Khan,Pramod Goswami,Narendra Jha,Sagar Nath Jha,6.2,6.2,6.2,5.5,6.3
9753,My Friend,1974.0,131.11078355314197,Action,6.2,2029.1238422863191,Rehman,Utpal Dutt,Rajeev,Prema Narayan,6.4,6.2,6.2,6.2,5.7
9754,My Friend Ganesha,2007.0,190.0,Animation,4.6,156.0,Rajiv S. Ruia,Ahsaas Channa,Upasna Singh,Kiran Janjani,4.6,5.6,4.6,4.3,6.2
9755,My Friend Ganesha 2,2008.0,117.0,"Animation, Family",4.4,59.0,Rajiv S. Ruia,Aayush Shah,Harsh Chhaya,Kurush Deboo,4.4,4.1,4.5,4.3,5.5
9756,My Friend Ganesha 3,2010.0,131.11078355314197,"Animation, Action, Comedy",4.4,45.0,Rajiv S. Ruia,Rahul Pendkalkar,Baba Sehgal,Makarand Anaspure,4.4,4.4,5.4,4.3,6.1
9758,My Friend Pinto,2011.0,100.0,"Comedy, Crime, Drama",5.3,348.0,Raaghav Dar,Prateik,Kalki Koechlin,Arjun Mathur,5.4,6.0,6.0,5.3,5.7
9759,My Friend's Dulhania,2017.0,87.0,Romance,6.4,26.0,Prashamit Chaudhury,Op Rai,Mudasir Zafar,Shaina Baweja,6.4,6.4,6.4,6.4,5.9
9760,My Goal football,2021.0,131.11078355314197,Drama,6.2,2029.1238422863191,Shoib Nikash Shah,Azmat Khwaja,Namita Lal,Shoib Nikash Shah,6.2,6.2,6.4,6.5,6.3
9761,My Husband's Wife,2010.0,122.0,Drama,3.1,8.0,Rati Agnihotri,Prem Chopra,Shakti Kapoor,Mahinder Shera,4.3,5.6,3.1,3.1,6.3
9762,My Love,1970.0,143.0,Romance,6.9,23.0,S. Sukhdev,Shashi Kapoor,Sharmila Tagore,Rajendranath Malhotra,6.3,6.9,6.5,6.9,5.9
9763,My Name Is Anthony Gonsalves,2008.0,131.11078355314197,"Action, Comedy, Crime",3.5,467.0,Eeshwar Nivas,Nikhil Dwivedi,Amrita Rao,Mithun Chakraborty,5.0,5.4,5.6,5.4,5.4
9764,My Name Is Khan,2010.0,165.0,Drama,8.0,101014.0,Karan Johar,Shah Rukh Khan,Kajol,Sheetal Menon,6.6,6.4,6.0,6.7,6.3
9767,My Pot of Gold,2019.0,57.0,"Comedy, Drama, Family",6.2,2029.1238422863191,Priyanka Tanwar,Bharati Jaffrey,Sudeepta Singh,Srishti Rindani,6.2,6.2,6.2,6.2,6.1
9769,My Story,1993.0,131.11078355314197,Romance,6.2,2029.1238422863191,Iqbal Channa,Pankaj Berry,Goga Kapoor,Anupam Kher,5.9,5.7,5.6,6.2,5.9
9771,My Target IAS,2009.0,131.11078355314197,Drama,6.2,2029.1238422863191,Kewal Singh,Gurpreet Ghuggi,Puneet Issar,Manisha,6.2,6.2,6.2,5.4,6.3
9772,My Wife's Murder,2005.0,103.0,"Drama, Mystery, Thriller",6.1,890.0,Jijy Philip,Anil Kapoor,Suchitra Krishnamoorthi,Nandana Sen,5.6,7.4,5.3,6.1,5.8
9773,Myakut,2020.0,131.11078355314197,Drama,6.2,2029.1238422863191,Rufy Khan,Rufy Khan,Ashraf Nagoo,Lokesh Kumari Sharma,6.2,6.2,6.2,6.2,6.3
9774,Myoho,2012.0,120.0,Drama,6.5,13.0,Ranjan Shandilya,Kanwaljit Singh,Yashpal Sharma,Malay Chakrabarty,6.3,6.8,6.5,6.5,6.3
9775,Myrah,2018.0,134.0,"Drama, Romance",5.7,13.0,Anil Dhoble,Meera Joshi,Sukanya Surve,Sandeep Sharma,5.7,5.7,5.7,5.7,5.9
9776,Mysteries Shaque,2004.0,131.11078355314197,Thriller,4.3,6.0,Vinod Chhabra,Dhananjay Chauhan,Prem Chopra,Aarti Puri,4.3,5.3,5.2,4.3,5.9
9777,N.H 10,2015.0,115.0,"Action, Crime, Drama",7.2,12421.0,Navdeep Singh,Anushka Sharma,Neil Bhoopalam,Darshan Kumaar,6.7,7.2,5.2,7.1,5.7
9778,Na Bhoole Hain Na Bhoolenge,1988.0,131.11078355314197,Romance,6.2,2029.1238422863191,Pradeep Kumar,Jamuna,Pradeep Kumar,Chandra Mohan,5.4,6.6,6.7,6.2,5.9
9779,Na Bhuto Na Bhavishyati,2015.0,120.0,Comedy,6.2,2029.1238422863191,Manish Anjarlekar,Ajay Shankar,Vijay Chavan,Aadil Sharma,6.2,6.2,6.2,6.2,5.9
9780,Na Ghar Ke Na Ghaat Ke,2010.0,131.11078355314197,"Comedy, Drama",6.1,274.0,Rahul Aggarwal,Om Puri,Paresh Rawal,Neena Gupta,6.4,6.5,5.9,6.1,5.9
